accepted,answer,link,question
Accepted,"Encapsulation in layman's terms simply means covering(encapsulating).,With respect to Java it means writing your code together and exposing only those part of it which are intended to be exposed.But it is often associated with data hiding. For example when you define your instance method/function private it can be accessed only from the same class. This way you don't expose your instance variables/functions directly. Why? because user has nothing to do with it.,Abstraction again in layman's terms is a concept that is built up to hide the complexity behind it. Take for example computers. They have been an abstraction to processor which do the actual computation which inturn involved chips which inturn involves gates. For common man it would be difficult to talk in terms of gates used. SO the concept has been abstracted out to computers.,With respect to Java abstraction means hiding implementation details from the user. That includes making a class abstract or defining an interface. All user is exposed to is the interface(a set of functions or APIs). He need not know it's internal implementation. All he has to know what input he must provide(arguments) and what would be corresponding output(return type).,For better understanding with Java example refer to , question.",https://stackoverflow.com/questions/20417125/difference-between-the-concepts,"I have attended an interview for java programmer ,After a few personal questions ,the interviewer have asked me the question ""What is encapsalution and abstraction"" I was really happy with question ,and i have answered it as hiding the implementation details that are not necessary for the user to know. And Abstraction is showing of only the important details to user. only seconds after my answering ,the interviewer had another question for me. showing of only the important details to user ,that means hiding irrelevant data like implementation details to user. is it?,I have replied it as yes!!!,There comes another question from .So what is the difference between abstraction and encapsolution .I think there is no difference according to your answer.,I was like i dont know ,My hands were frozen ,was a really bad day for me,Can any one explain how would you answer if someone asks such a question to you"
Accepted,"The easiest way is to not actually use javascriptfile.js. Instead have a new php file called javascriptgenerator.php or something with the following code in:,The header() line ensures that the browser will pick up  that it's a JS file.,Using this in an HTML file is simple, just use this line of code in the , tag,If you need to find out information about the client you can inspect the user agent, which you can then pass to the , function like this:,Example get Browser Output (from ,):",https://stackoverflow.com/questions/26854950/generate-javascript-file-with-php-when-requested-in-html,"How do I Generate a JavaScript file with PHP when it is requested in an HTML program?  I want a PHP program like this that runs on the server when a certain JavaScript file is requested.  Example code:,I know that was very fake code, but that is how I write when I don't know how to do it.  I would also want this file to always be running on the server in case the file is requested.  I also want to know how to just send the file as normal.  I also want to know how to do this depending on the client."
Accepted,"This is in case anyone else ever gets stuck on this problem as well. The issue is caused by the , option, which if not set takes it's value from the input name. It's not set by default, so when changing the input name I was also changing paramName, meaning it no longer matched the variable coming back from the UploadHandler class.,The solution is to add , as an option.",https://stackoverflow.com/questions/23064666/jquery-file-upload-always-fails-with-file-upload-aborted,"I'm trying to get , plugin working on my website, but for the life of me can't get it to upload files. I've been working on this all day and am stuck. It will upload the file and submit it to the UploadHandler class, but when it's trying to complete the , function it gets to:,but that always returns 0. I cannot figure out why the file won't upload. The full response I get back is:, only instantiates UploadHandler, nothing else.,If you'd like to see the full code you for UploadHandler you can download it from github, it's too big for me to post on here.,Can someone please tell me why the files won't upload? Yes I've done the basics such as checking the folder is CHMOD 777. I've tried this with various files of different types (they must be images to work, limited to jpg, png or gif) and sizes; all produce the same result.,As requested this is the JS file:,It's pretty much the default file you get with the plugin with just the ID's changed to match my form.,After much playing around and testing I have found out that the problem occurs when you change the name of the input from , to anything else. Why I have no idea. This is obviously an issue if you want to have it running on more than one input on a page...,I created a very simple version of the interface myself, and that , allow me to change the file name, so it must be something to do with the example they use. I would like to be able to use preview images and the such (something I couldn't figure out in my simple test) so I need to solve this issue."
Accepted,"I would like to make some additions to Svek's answer as I now got my Proof-of-concept completed and understand a bit more about the receivers. ,His answer pointed me in the right direction, but needs a little addition.,
Can take in Wordpress Webhooks of type HttpPost. This does not work with Woocommerce as Woocommerce sends Json Webhook messages and will fail the HttpPost validation which is build into the WordpressWebHookReceiver class.,
Can take in custom ASP.NET Webhooks. The custom ASP.NET webhooks have a specific partner for validation which includes but is not limited to the 'ms-signature'. Even adding the header will not suffice as the signature is also used in a different way from out of the box Woocommerce to encrypt the message. Basically coming to a point that you can't integrate Woocommerce with the CustomWebHookReceiver without changing the Webhook classes of Woocommerce.,
This is the receiver you want, which accepts basically a generic set of Json data and will be able to use the ""code"" query parameter to verify the secret which you can add in the web.config of your asp.net api application. I used this receiver to finish the Proof-of-concept and got both the signature validation as well as the deciphering of the message working right of the bat.,My basic class which I will start to build into a real solution can be viewed below and changes the JObject into a dynamic object in the methods I call from the class. As you can see I have two methods currently added, one for the customer create and one for the order create to call the respective methods which do an insert into Dynamics 365 (former CRM).",https://stackoverflow.com/questions/42293940/wordpress-woocommerce-asp-net-api-webhookhandler-the-webhook-request-must-conta,"I am trying to create a WebHookHandler for Webhooks send from WordPress WooCommerce in ASP.NET C#. ,I started with creating a ASP.NET C# Azure API App WebApplication Project and adding the relevant references (Microsoft.AspNet.WebHooks.Common, Microsoft.AspNet.WebHooks.Receivers, Microsoft.AspNet.WebHooks.Receivers.WordPress). Added the WebHookConfig, WordPressWebHookHandler and registered the WebHookConfig in the GlobalAsax.,I then published the application as an Azure App Service.,My WordPressWebHookHandler is still the default of the examples and looks like this:,When testing a User Creation WebHook in WooCommerce I can see the request in the log as below.,But unfortunately it is never received while debugging and I see below error.,I am thinking maybe I need a custom WebHook instead of the WordPress specific one as this is a WooCommerce Webhook. Or possibly it is handled wrong in the routing and ends up in another controller. ,Any help is much appreciated."
Undetermined,"As @julqas stated you need to include the URL in your , method.,As you have a named route ,, you can output the link using blade:,:,Your route is , and your ajax method is ,, I guess this is the issue. You need to make them the same.,If you change the route to , you will need to add the CSRF token to the ajax request when it is sent. There is some guidance on the docs how to do this here:,The docs recommend adding this in your HTML head:,then use the following code before sending the request:,alternatively you can add it to the request in the ajax call.,A side point - I was just guessing what the error is, it would have been better if I'd asked you if you could debug it yourself in order to see what the error was. Learning to debug ajax requests is very useful and not too difficult.,The best way to do that is by using the developer console in your browser of choice when making the ajax request. If you're using Chrome for example open , and then click on the , tab before making your request. After making the request you can inspect the request and its details. Hope that helps!,I would change your , method to not accept any parameter and instead get the , value for the product from the request,Consider changing the , key in your json to something more useful, such as productId",https://stackoverflow.com/questions/38436014/laravel-using-ajax-to-pass-javascript-variable-to-php-and-retrieve-those,"How can I use Ajax to pass a Javascript variable to Php and retrieving those?,I am using a Jquery Ui Slider and on each slide I want to pass the javascript slider value to php so to say.,I have no ( not much ) experience in Ajax and really appreciate help.,This is how my slider looks:,My route example:, my route looks like this now:,and got this error:,and tried this:,and got this error:, my edit controller method:, using haakym suggestion so far:,does print me the id + the current slider value in my debug, so that works so far. Now I need to get that value and use it in my view(php) any suggestion how to proceed?,using this in my controller method:,returns me , I also tried this:,which also returned me , I added a Log:,This shows the correct slider value and product id on slide.
But my , still returns me , I think I should add this information:,I changed my routes to this now:,The , shows the data from the database for a specific product and shows them  in my view, I added the , one to post the slidervalue data to the , method and returns afterwards the value(sliderValue) in the edit view, is this correct?(Btw still does not work),If I put this in my controller method:,I keep getting the following error (if I slide):,I have this in my head:,and put this before my ajax post:,Doing this returns the correct current slider value in the logs:,I tried this:,But I get an error in the console:"
Accepted,"This is like dynamic properties for a object. 
C# is not quite a dynamic language unlike javascript or maybe PHP can parse the object properties on the fly. The following two methods are what I can think of. The second one might fit into your requirements., ,The Keep It Simple Stupid way ,You can have name value pairs which is separated by '|',Serialized forms,Make the name value pair part become an XML element so that you can build it dynamically.,You can easily build up OtherInfo object as element centric
e.g. ,The serialized form will be,or build it as attribute centric,For any dynamic language, it can access to the properties directly. 
For the rest, they can access the value by read the XML. Reading XML is well supported by most of framework.",https://stackoverflow.com/questions/255400/serializing-name-value-pairs-in-a-custom-object-via-web-service,"This is a very complicated question concerning how to serialize data via a web service call, when the data is not-strongly typed.  I'll try to lay it out as best possible.,First, I'm sorry for the length of the post, but I wanted to give reproducible code as well.  ,I want it in this format, because I'm consuming the web services from PHP.  I want to easily go:,//  THIS IS IMPORANT,If it's in the other format, then there would be no way for me to accomplish that, at all.  Additionally, in C# if I am consuming the service, I would also like to be able to do the following:,//  THIS IS IMPORANT,Unfortunately, I'm not sure how to accomplish this.  I was able to get it this way, by building a custom Dictionary that implemented IXmlSerializer (see ,), however, it blew the WSDL schema out of the water.  It's also much too complicated, and produced horrible results in my WinFormsTester application!,Is there any way to accomplish this ?  What type of objects do I need to create ?  Is there any way to do this /other than by making a strongly typed collection/ ?  Obviously, if I make it strongly typed like this:,Then it would work perfectly, I would have no WSDL issues, I would be able to easily access it from PHP, and C# (.OtherInfo.Hobbies). ,However, I would completely lose the point of NVP's, in that I would have to know in advance what the list is, and it would be unchangeable.. say, from a Database.,Thanks everyone!!  I hope we're able to come up with some sort of solution to this.  Here's are the requirements again:,Now, I am /completely/ open to input on a better/different way to do this.  I'm storing some relatively ""static"" information (like Name), and a bunch of pieces of data.  If there's a better way, I'd love to hear it."
Accepted,"You can use this code to prevent form from submiting to server if validation fails:,supposingly isValidForm() method takes form selector and returns true if form is valid and false if it's not.",https://stackoverflow.com/questions/13952380/dont-want-to-refresh-retain-last-inserted-values,"In my htm page i want to use a button which submit my form by using function. I use validations on my fields and when i press submit button it displays error message but doesnot retain last values it refresh my form. I just want that the values that i entered will be exist there and just the field that has only error message will be disappear. all other fields remain there.
Here is my code:,Kindly guide me how can i do this?? I'll be thankful to you"
Accepted,"If you app is multithreaded and if hovering over break point gives you message is like ""The process or thread has changed since the last step"" it means that this break point is applied to more then one thread, not just thread creator. After you press F5 another threads will run and they will hit your break point which can confuse you. In order to give you some kind of warning visual studio give you blue dot beneath. So sometimes it can be useful to freeze other threads in order to debug method.",https://stackoverflow.com/questions/32440486/what-does-a-blue-dot-beneath-the-visual-studio-breakpoint-mean,"While debugging a combined c++ c# project (c# loading a c++ dll) I'm sometimes getting this small blue dot beneath the currently hit breakpoint: ,What does that dot want to tell me?"
Accepted,"The main advantage of node.js is that , so you don't have to worry much about blocking. There are async libraries for mysql, postgres, redis, etc. All is async by default.,Python have a library for anything - but most of these libraries are not asynchronous. In order to take advantage of tornado (and not to block the process) special libraries for are necessary (e.g. you can't just 'pip install redis' and use it, you'll need something like ,), and there are much less tornado libraries than node.js libraries. There is no async mysql tornado driver available at the moment, for example (or at least I'm not aware of it).,But you can still use many python libraries with tornado (ones that doesn't do i/o), and tornado community is raising and filling the gaps. ,It is easier to write an app using node.js than using tornado in my experience. I personally switched to tornado from node.js because it fits into existing infrastructure of my python project better (integration between django site serving html pages and tornado server providing realtime features was quite painless). ",https://stackoverflow.com/questions/5561701/differences-between-node-js-and-tornado,"Besides the fact that node.js is written in JS and Tornado in Python, what are some of the differences between the two?  They're both non-blocking asynchronous web servers, right?  Why choose one over the other besides the language?"
Accepted,"first, change the extension of your file from (e.g.) style.css to style.php . Then add this to the first line of your css:,and after that you can define the value of your background as a variable and change it easily.,and in your php file:,UPDATE:",https://stackoverflow.com/questions/27636527/change-css-value-by-using-php,"For example, I have this CSS script:,Then, I would like to change the header value to:,The values are stored in database. What makes me confused is which should be the best to do that: Using PHP script or CSS or even javascript.
I want it changed based on the CSS value from my database which I can change again when I need it (by using PHP script). Perhaps this question is too general but, please give me some scripts which I can perform it well.
Thanks for any help."
Accepted,"Okay, so I think this may be (with a few alterations) what you need.,Let me know if you run into problems getting this adapted to your particular end points. Apols for any sloppiness in the code, it didn't make it to production originally.",https://stackoverflow.com/questions/18312479/get-all-images-from-a-board-from-a-pinterest-web-address,"This question sounds easy, but it is not as simple as it sounds.,For an example, use this board; ,Examining the HTML for the board itself (inside the , with the class ,) at the top of the page yields:,Yet at the bottom of the page, after activating the infinite scroll a couple of times, we get this as the HTML:,As you can see, some of the containers for the images higher up on the page have disappeared, and not all of the containers for the images load upon first loading the page.,I want to be able to create a C# script (or any server side language at the moment) that can download the page's full HTML (i.e., retrieve every image on the page), and the images will then be downloaded from their URLs. Downloading the webpage and using an appropriate XPath is easy, but the real challenge is downloading the full HTML for every image.,Is there a way I can emulate scrolling to the bottom of the page, or is there an even easier way that I can retrieve every image? I imagine that Pinterest use AJAX to change the HTML, is there a way I can programmatically trigger the events to receive all the HTML? Thank you in advance for suggestions and solutions, and kudos for even reading this very long question if you do not have any!"
Undetermined,"Not having access to a mingw installation at the moment, I can suggest a few things.,First, , is known to be picky about order of arguments. Strangely, when I googled for ""ld argument order"", I got a bunch of pages suggesting that the order doesn't matter, but I have been burned several times by this. I've had the most success with the following argument order:,I noticed in your linker output some references to amd64. I'm not sure how you compiled the other object files that you have, but since libspotify is 32-bit on Windows, I'm guessing that mixing 32/64 bit here is not going to work out too well.,The last thing I can think of is that perhaps the dll extension is confusing to ,, have you tried changing the filename to ,? I know this is kind of a shot in the dark, but otherwise I'm not sure how to help you further.",https://stackoverflow.com/questions/13867498/using-libspotify-dll-lib-files-in-mingw32-compiling-pyspotify,"Using , on a Windows PC I am trying to compile ,. The first error was that , was missing. I , this by copying the appropriate folder from , into ,. However now , is now failing with , The binaries , distribute are , and , No matter where I put them , or what I name them , it ,The pertinent error is:, that:,However the , Extension class seems to be deprecated and hard to find documentation for (I believe this is where custom compiler options need to go). Appreciate that , may need changed to , or similar. Similarly , has little documentation beyond the , , stanza. This makes editing the compile/link commands and their options impossible to change.,By using Python 2.6 and copying libspotify.dll/libspotify.lib to C:\Python26\PCbuild and renaming them to spotify.dll/libspotify.lib I now receive another error message from ld:"
Accepted,"I'll take a stab at this, but I'm not sure I understand the problem completely :D.  The code below isn't tested, it is more along the lines of pseudocode!,Your first problem is (if I understand you correctly) that you are doing partial updates via ajax, and wanting to fetch the update results later after the partial updates.  Instead of fetching update results ,, you should return them , each ajax call.  So, if you have update code that looks like this:,Then your update route would have code similar to this:,Your second problem involving URL generation can be fixed by using USERID instead of client name.  , use client name for anything other than searches :D.  In this case use user id.  The user id is typically the primary key for a particular user in a database.  If you're not using a database, then generate your own user id's somehow and attach it to a user - it should be a unique number per user.  Using a user id means that you can always edit with urls like '/edituser/1'.",https://stackoverflow.com/questions/24288380/flask-flash-and-url-for-with-ajax,"The infos are already written in input fields, so that the user just has to edit them there, press enter, and the page is reloaded with the edited information (with a notification, using the flashed messages and growl).,The massive checklist is forcing me to move to a system using AJAX, since I want it to be updated ""live"" as users tick boxes and enter content in inputs, without reloading the page.,As a consequence, I'm also switching my basic inputs for infos to AJAX, to avoid the reloading of the page.,I've come across two issues :,As you can see, the action attribute uses , to call the right method to edit the client. My method looks like this:,The endspoints before and after an edit to a client name would be , and , as an example. Obviously, once the method has been called, my AJAX has to change this action attribute to replace it with the new URL (in case the user wants to re-edit the name without changing page/reloading the page). And here is my second issue.,The new name is stored in javascript while the action is still the old endpoint. Thus, I have to call , using the new name. And I have found no way to pass a Javascript variable to Jinja2.,I want this:,To become this:,I'll just have to call the javascript function that modifies an attribute of a form, and modify my action attribute with this new ,. But I have found no way to do this, i.e pass a javascript variable to Jinja2.,So here are my two issues. How can I make , compatible with AJAX? Also, how can I pass a javascript attribute to Jinja2 ?,The only solutions that I can see would be coding my own messaging system, which would defeat the goal of flash, making it useless with AJAX, which seems stupid, and hardcoding the URL in my templates, which totally defeats the initial interest of Flask making URL independent from methods, and URL changes extremely flexible.,Thanks."
Accepted,"I don't know what you mean by a PHP server but can't you write a script that will add two numbers:,And in C#:,Another and a better option is ,.",https://stackoverflow.com/questions/2701898/how-to-call-php-api-from-c-sharp-simple-example,"So I need a very basic interaction example of C# client using some PHP API (A remote service being called from a C# app). I want to see a simple php API containing 2 methods sum(a, b):c and echo(string):string and a simple C# client able to use that methods. How to do such thing?"
Accepted,"PHP strings are already (kind of) ,, php doesn't have any encoding awareness. , actually turns ISO-8859-1 to UTF-8, so it's not needed here. ,If those strings are literals in your file, that file just needs to be saved in UTF-8 encoding.,Pass , to , as 4th parameter and remove those , calls:,Also, string concatenation operator is ,, so :",https://stackoverflow.com/questions/13299779/what-is-the-php-equivalent-of-this-c-sharp-encoding-code,"I want to turn the following C# code into PHP.,The C# is:,Which I've turned into this:,Then I have:,Which I think should be:,Or,But not certain, notice this second encoding uses Encoding.UTF8, not UTF8Encoding.UTF8.,What should the PHP code look like?"
Accepted,"You can monitor the native heap with counters in the performance montitor. (perfmon32) however it wont break it down for you on a per DLL basis, even jvm.dll will be included here.,Most profiling tools out there can attach to a process and capture and track memory allocations and deallocations.  This allows them to speculate where leaks are.
One pretty good one i found when recently trying to track down memory leaks in native code which was called from Java is ",https://stackoverflow.com/questions/184825/monitoring-memory-usage-for-a-c-dll-called-with-java-via-jni,"How can I monitor the memory being used by a native C DLL that is being called from Java via JNI?  Using standard Java monitoring tools and options I can see the Java memory space, but I cannot view any memory used by the C DLL.   Java is using ~70MB, but the task in the Task Manager shows 200Mb+, and I'd like to see what's in that 130MB extra if possible."
Undetermined,"Why did you write a function accepting , if you want it to operate on a Python list? They're different things.,Boost.Python exposes python lists as the , class.,So, your function should look something like,it's not tested, but hopefully is close enough to get you started ...",https://stackoverflow.com/questions/10651912/pass-python-list-to-c-extension-using-boost-python,"I'm trying to write a c++ extension to replace the following python function in order to speed up my program,The python function looks like the following,I wrote the function using c++ and boost python like follows:,and compile the above cpp code into a .so file like,and trying to use the .so in a python program, the import works fine, indicating the module can successfully imported.,However, whenever I pass two lists to the parameter to the function, python will give errors like,can any one help me how to solve this problem? i.e pass a python list to c++ extension using boost?,Thanks a lot!"
Accepted,"short answer 
you can't marshal variable length array as an array , because Without knowing the size, the interop marshalling service cannot marshal the array elements,but if you know the size it will be like below: ,you will be able to marshal it like this: ,if you don't know the length of the array and this is what you want
   you can convert it to intprt and deal with inptr but first you need to create 2 structs,the other one like below:,create a function to initialize the array like below,instantiate the first struct,instantiate the second struct ,dynamically allocate space for fvec_t2 struct with extended space for data array,Transfer the existing field values of fvec_t2 to memory space pointed to by ptr,Calculate the offset of data array field which should be at the end of an fvec_t2 
struct,get memory address of data array field based on the offset.,copy data to ptr,do the call",https://stackoverflow.com/questions/21798986/marshal-a-c-struct-containing-a-variable-length-array,"I would like to marshal a C struct with a variable-length array back to C# but so far I can't get anything better than a pointer-to-struct representation and a pointer to float.,Unmanaged representation:,Managed representation: ,What I would like is to have a .NET style array, where , would be , but if I do change the struct to the form below I do get ,  in the external function above.,, it is not possible to a have a variable-length array marshalled back as-is, is this correct or is it there still a way to achieve this ?"
Undetermined,"Arrays are broken.,Gives you java.lang.ArrayStoreException,You deal with them with caution.,Nullability is another big issue. NullPointerExceptions jump at your face everywhere. You really can't do anything about them except switch language, or use conventions of avoiding them as much as possible (initialize fields properly, etc).,More generally, the Java's/C#'s type systems are not very expressive. The most important thing Haskell can give you is that with its types you can enforce that functions don't have side effects. Having a compile time proof that parts of programs are just expressions that are evaluated makes programs much more reliable, composable, and easier to reason about. (Ignore the fact, that implementations of Haskell give you ways to bypass that).,Compare that to Java, where calling a method can do almost anything!,Also Haskell has pattern matching, which gives you different way of creating programs; you have data on which functions operate, often recursively. In pattern matching you destruct data to see of what kind it is, and behave according to it. e.g. You have a list, which is either empty, or head and tail. If you want to calculate the length, you define a function that says: if list is empty, length = 0, otherwise length = 1 + length(tail).,If you really like to learn more, there's two excellent online sources:, and ",https://stackoverflow.com/questions/884391/what-are-the-deficiencies-of-the-java-c-type-system,"Its often hear that Haskell(which I don't know) has a very interesting type system.. I'm very familiar with Java and a little with C#, and sometimes it happens that I'm fighting the type system so some design , or works better in a certain way. ,That led me to wonder...,What are the problems that occur somehow because of deficiencies of Java/C# type system?
How do you deal with them?"
Accepted,"You're absolutely right - the problem is that VT_CLSID isn't allowed in either VARIANT or SAFEARRAY. It boils down to GUID not being an Automation-compatible type.,I often need to do the same thing that you're trying. The easiest way around the problem is to convert the GUID to a string and then pass SAFEARRAY(VT_BSTR). It goes against the grain somewhat to do this conversion, but I suppose you could take the view that there's marshaling going on anyway and this conversion is a type of marshaling.",https://stackoverflow.com/questions/6866464/com-safearray-of-guids-returned-from-c-to-c-sharp,"I'm currently running into an issue of needing to pass a SAFEARRAY(GUID) as a return value from C++ to C#.,Currently the C# side is using an Interop dll generated from Tlbimp.exe (Type Library Importer).,The IDL is:,I've also tried [out, retval],The function signature is:,If I use , or ,:,I get a NULL , pointer, which is supposed to indicate , which is incorrect.,What I did find was that , is only for Ole property sets and not SAFEARRAY's:
, Its indicated that CLSID is ,I've also tried the alternate means of constructing the safe array with:
, and ,.,This lets me create the array, but when populating it with , I get an HRESULT of 0x80070057 (The parameter is incorrect). This is probably due to the fact it takes the , parameter as well,I can populate it manually with ,but  I get an error from the C# side:
""The value does not fall within the expected Range"",I'm not sure how to accomplish the desired functionality of returning a SAFEARRAY(GUID) to C# either by a retval or out parameter.,It seems it should be simple - there are many areas in the IDL where I'm already passing GUID's without any UDT's or marshalling. Everything works fine until I need to pass them in a SAFEARRAY.,Any help is appreciated, 
Thanks in advance"
Accepted,"I've put together a complete example for you:,(mylib.h),Note that we linked the Python module against the library. If it wasn't in the current directory you'd need to specify the library path. SWIG expects the native part of Python module to be called _module.so,Here I made sure the shared objects we just built are on the library path by setting LD_LIBRARY_PATH appropriately.",https://stackoverflow.com/questions/10126531/swig-and-c-shared-library,"I have a C++ library (let's call it ,) which compiles to , file in , and I have a bunch of header files in a directory called , in ,.,Now the thing I wanted to do (for starters) is just use one of the header files (it contains information about a class my library is offering) with SWIG to generate the , file and then compile it and link it against the existing ,. So that I can instance my class in Python.,Is this the right approach/idea? How would the compile and linking command look like (not exactly of course)? I am trying to generate a Python binding."
Accepted,"You won't be able to pass the function in how you have it specified. You pass a function to Android.myData, but Android.myData takes a string. Instead, you probably want,You still have a problem in that you aren't passing any data to the callback. While that's not directly related to your question, it will become an issue since you'll have the same cast to/from string issue (solvable via JSON... but it would be nice if Android handled that part for you).,Finally, you can probably shorten the javascript: string to ,But, of course, test first ;)",https://stackoverflow.com/questions/7019265/javascript-callback-function-pass-to-android,"I have a javascript interface implemented in Java that is called by my javascript code that is loaded in the webview.,JS Inside webview:,Java:,The string that gets loaded by webview ends up being:,I have a few ideas:,a.  Build the callback in JS as a string.,b.  Call the callback's toString() before passing it to Android.myFunction();,My question is, what is the best way to do this?  I would love to be able to just pass objects over to Android and it magically works out.  Obviously, this isn't the case. ;)  What is the next best way to do it?"
Accepted,"Try this way, using  , you can get the id generated by the helper.,Just prefix it with , for jquery to pick it up.,But you can also bind the plugin using class selector, say for example if you have many such phone fields you can provide a common class to all those textBoxes and bind mask plugin to it using the class selector, this would avoid determining the id using the above method and use a common selector.,and without worrying about the id you can just bind them.",https://stackoverflow.com/questions/19286617/get-id-of-element-for-javascript-in-mvc4-razor-from-nested-object-in-model,"If I define a textbox like this:,it will generate an , element with , ,.,Is it possible to get this , in JavaScript without hardcoding ,?,This is an example of where I need this , dynamically in JavaScript:,(I know how to get property names using reflection, but would still have to hardcode , to concatenate , and ,.)"
Accepted,"You can check the purchased subscriptions inside the app via , For subscriptions use ""subs"", for inapp-purchases use ""inapp"" e.g.:,Inapp-Purchases: ,Subscriptions: ,See also , at ,So you can implement a task in your app where you check if the user still has a subscription. If not, you can remove the premium status. Moreover this information could be useful for you:,source: , under ,Hope this could help you, Because the AIDL library which is mentioned in my answer is deprecated and deactivated in the future, it is recommended to switch to the new ,.",https://stackoverflow.com/questions/31957406/check-the-status-of-in-app-subscription-in-android,"I have created an application in which there is in-app purchases which has monthly auto renewal.. on first time successful payment i have called a web-service in which i have made the user to premium class. ,Now if the user has cancelled the payment manually from the google server, how could i know that user has cancelled his/her subscription. ,Is there is some PHP code query or from android i have to called something in background to check the status?? ,Thank you in advace"
Accepted,"Add , before you enqueue your scripts.??",https://stackoverflow.com/questions/28248113/jquery-is-not-defined-in-wordpress-but-my-script-is-enqueued-properly,"I am trying to load a separate javascript file mobile-menu.js to my Wordpress theme. When I look at the console, it says, ""jQuery is not defined."" However, I know that I enqueued my script files correctly. Any ideas? ,HTML file:,functions.php file:,mobile-menu.js file:"
Accepted,"Appending python lists is a well optimized operation in CPython. Python does not allocate memory for each element, but incrementally growing arrays of Pointers to the objects in the list. So just switching to Cython will not help you very much here.,You can use c++ containers within Cython as follows:,You have to test if this speeds things up, but maybe you will not gain to much speed.,Another way is to use numpy arrays. Here Cython is very good in optimizing code. So if you can live with an numpy array as return value of main, you should consider that, and replace the construction and filling of , by some Cython code allocating and filling a numpy array.,For more information see ,Ask if you need help.,: the code should be a bit faster if you avoid method lookup in both loops:",https://stackoverflow.com/questions/7403966/most-efficient-way-to-build-a-1-d-array-list-vector-of-unknown-length-using-cyth,"I have a time-critical model that I wrote in Cython. The main function of my Cython extension has one loop, and according to the Cython profiler (where it shows the amount of Python calls in shades of yellow) the only 'yellow' part is currently where I'm appending to a Python list. (I have to output a Python object as I'm calling my Cython function in a Python script). This is the basic idea of my function (the rest is superfluous, I've tested every part of this function and the append operation is the bottleneck):,Unfortunately, I don't know the length of my output array/list/vector (whatever I end up using). However, I could set it to 52560, which is what I end up resizing it to down the line in some other Python code. I'd like to get a major speed boost without setting the output array's length, but I will gladly toss that hope if it's holding me back. ,I've also tried going with C++ in Cython to use C++ data structures (vector, queue, etc.) but doing so removes my ability to nicely cimport log. I see on the Cython documentation/wiki that you can write a 'shim' module to use pure-C functions in C++ Cython, but I have no idea how to do this and I can't find anything about how to go about that.,Anyway, I welcome all suggestions that adhere to my question:,The C++ containers did show a speed increase over item assignment, and item assignment did show a speed increase over appending to lists and numpy arrays. The best method would be to use C++ containers while also being able to cimport pure-C functions...this would prevent the slow-down from having to look beyond libc.math for a quick log function."
Accepted,"you can inject a instance of , holding all parameters.",https://stackoverflow.com/questions/13551000/how-to-handle-unknown-number-of-parameters-with-spring-mvc,"I want to use JQuery's Sortable (http://jqueryui.com/sortable/#connect-lists), so my left list will end with something like this,The number of , will be different every time. My idea is to get all hidden inputs values and names put them in array and POST the array as JSON data, but how should my Controller look like?
Is there a way to ""wait"" for list of something in the controller. For example:"
Accepted,"I don't believe that there is a way to do this with ,. However, there are HTML to PDF converters available for free, and you could automatically start a download with that. An example of this would be ,, a free library for converting HTML to a PDF with Javascript",https://stackoverflow.com/questions/20646168/use-window-print-content-to-download-a-web-page-as-pdf,"I would like to have a link that when is clicked, automatically starts the download of the printable version of the web page.,I'm using Moodle. The content I want it's exactly the same  If I download the page using ctrl + p and saving as pdf or using ,I want exactly that content because using this way, the header, sidebar and footer is removed. I don't want css.,I'm not using this because this doesn't work in some browsers.,I'd rather not using pdf libraries like tcpdf because Moodle loads the content in a dynamic way and send this to a libraries like that is a mess.,I tried using sites like pdfcrowd.com but this kind of sites don't work when the site you want to convert to pdf uses  a server-side session to identify the user."
Accepted,"The main issue is that you need to be very careful with the encoding of the data that you send and receive. Here is a pair of programs that work together. The C# client sends a string, by first sending its length as an integer, and then sending the bytes of the string itself. The Java server reads the length, then reads the message and prints an output to the console. Then composes an echo message, computes its length, extracts the bytes and sends it back to the C# client. The client reads the length, the message and prints an output. There should be a way to avoid all the bitwise stuff, but honestly I'm a little rusty with this stuff, especially on the Java side.,A Java server:,A C# client:",https://stackoverflow.com/questions/14824491/can-i-communicate-between-java-and-c-sharp-using-just-sockets,"More specifically, if a computer has a server (a , instance) can I connect to it using a C# , instance?"
Accepted,"For the file upload part, you need to set , on the HTML form so that the webbrowser will send the file content and you'd like to use , in servlet's , method to get the file as an ,. For a concrete code example, see also ,Then, to save this , in the DB, just use , on a ,/,/, column or whatever column represents ""binary data"" in your favorite DB engine. ,You don't necessarily need to convert this , to ,, it would not have been memory efficient either. Imagine that 100 user simultaneously upload images of 10MB, then 1GB of server memory would have been allocated at that point.",https://stackoverflow.com/questions/7033676/how-to-upload-an-image-and-save-it-in-database,"I have to create a form using JavaScript and an user will upload a JPG file and submit along with other info such as name, email, etc. When the user clicks submit all the information from the form will be loaded to a value object. For the image file I've set it to be ,.,So assuming:,I've set up a servlet as well to handle the submission but I'm not sure how to get started. How does the upload work? When user submits, how do I get the information for the image? Here's a screenshot: , I need to convert that image and save it to a , then convert to blob so I can insert it to a table."
