link,accepted,create time,active time,author,reputation,answer quantity,combination,title,question,answer,viewed,vote,question contain code,Solution type,answer or highest vote,SDLC,Symptoms,Taxonomy_Second,Taxonomy_Third,Special case,Unnamed: 21,accepted_time,answers_time,posts_id
https://stackoverflow.com/questions/808692/creating-an-interactive-shell-for-net-apps-and-embed-scripting-languages-like-p,Accepted,2009-04-30 19:43:36Z,2014-10-06 14:56:45Z,Developer,"15,695",6,"c#,python,.net,ironpython,python.net",Creating an interactive shell for .NET apps and embed scripting languages like python/iron python into it,"I was learning python using the tutorial that comes with the standard python installation. One of the benefits that the author states about python is ""maybe you?????ve written a program that could use an extension language, and you don?????t want to design and implement a whole new language for your application"" - My question is how would i go about designing a program (using c#) that can be extended using Python interactively(for this to be possible, i would imagine that i would need to create some sort of a ""shell"" or ""interactive"" mode for the .net program) ?,Are there any pointers on how to design .NET programs that have an interactive shell. I would then like to use python script in the shell to ""extend"" or interact with the program., This question partly stems from the demo give by Miguel de Icaza during PDC 2008 where he showed the interactive csharp command prompt, C# 4.0 i think also has this ""compiler as a service"" feature. I looked at that and thought how cool would it be to design a windows or web program in .NET that had a interactive shell.. and a scripting language like python could be used to extend the features provided by the program.,Also, i started thinking about this kind of functionality after reading one of Steve Yegge's essays where he talks about systems that live forever.","This sounds like a great use of ,.,It's fairly easy to set up a simple scripting host from C# to allow calls into IronPython scripts, as well as allowing IronPython to call into your C# code. There are samples and examples on the CodePlex site that show how to do this very thing.,Another good site for examples and samples is ,And , dedicated to an example answering your very question, albeit in a generic DLR-centric way -- this would allow you to host IronPython, IronRuby, or whatever DLR languages you want to support.,I've used these examples in the past to create an IronPython environment inside a private installation of , - it allowed me to create very expressive Wiki templates and proved to be very useful in general.",5k,13,no,"SA1, SA2.1, SB1, SB2",12,Design,Interfacing,Interfacing choice,,method choice,,2009-04-30 19:45:40Z,"2009-04-30 19:45:40Z,2009-04-30 20:53:52Z,2009-04-30 20:05:49Z,2009-04-30 20:15:16Z,2009-06-27 11:33:14Z,2009-04-30 19:52:54Z","8,086,928,087,018,090,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/835259/show-hide-fields-depending-on-select-value,Accepted,2009-05-07 15:12:06Z,2019-06-20 15:22:59Z,Udders,"6,458",6,"php,javascript,jquery",Show/hide fields depending on select value,"I am trying to show and hide a few form fields depending on the value of one of my select fields. I am looking to use arrays to hold what should be shown and what should not be shown for each select value, to save me from a massive switch statement, but cannot figure out how to do it. ,I am using PHP and jQuery. Any help would be great.","Try something like this:,then in the jQuery:",55k,14,no,"SA2.2, SB1",34,Coding,Embedding,,,,,2009-05-07 15:15:36Z,"2009-05-07 15:15:36Z,2009-05-07 15:36:34Z,2009-08-20 02:11:32Z,2010-11-03 11:22:09Z,2010-04-08 00:31:39Z,2019-06-20 15:22:59Z","83,525,983,527,083,500,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/911034/how-to-debug-jni-c-library,Accepted,2009-05-26 14:35:17Z,2013-05-12 07:53:01Z,hooray,268,3,"java,c,debugging,solaris,java-native-interface",How to debug JNI/C library?,"We have system here that uses Java JNI to call a function in a C library. Everything running on Solaris.,I have a problem somewhere with string encoding. An arabic character is returned by the function written in C, but the JNI methods receives a string with another encoding. I already tried setting $NLS_LANG, and the vm parameter for encoding the same way, but nothing has worked. So I need to be able to debug the C code and the Java JNI together.,what is the best way to debug it?","The dbx debugger (part of Sun Studio) can attach to a JVM process and let you single step between Java code and native code. The functionality went by the code name ""jdbx"", although it's all part of dbx. It hasn't been heavily promoted, so it might have bugs. There were issues when the IDE had two debug engines both handling Java, but using the command line dbx avoids those issues.,Of course, there are probably lots of more conventional ways to debug your specific problem without necessarily using source level debugging that can mix the Java and C code.",7k,8,no,"SA2.1, SB1",3,Testing/Debugging,Build,,,test method,,2009-05-26 15:13:00Z,"2009-05-26 15:13:00Z,2012-07-24 17:47:50Z,2013-05-12 07:53:01Z","9,110,349,112,101,160,000,000,000,000"
https://stackoverflow.com/questions/935664/possible-to-call-c-code-from-c,Accepted,2009-06-01 16:46:38Z,2021-04-22 15:21:48Z,,,7,"c#,.net,c++,unmanaged,managed",Possible to call C++ code from C#?,"Is it possible to call C++ code, possibly compiled as a code library file (.dll), from within a .NET language such as C#?,Specifically, C++ code such as the RakNet networking library.","One easy way to call into C++ is to create a wrapper assembly in C++/CLI. In C++/CLI you can call into unmanaged code as if you were writing native code, but you can call into C++/CLI code from C# as if it were written in C#. The language was basically designed with interop into existing libraries as its ""killer app"".,For example - compile this with the /clr switch,Then in C#, add a reference to your ManagedType assembly, and use it like so:,Check out , for a more explained example.",102k,88,no,"SA2.1, SA2.2, SB1, SB2",90,Design,Interfacing,Interfacing choice,,method choice,,2009-06-01 16:56:26Z,"2009-06-01 16:56:26Z,2009-06-01 16:55:32Z,2009-06-01 16:50:38Z,2009-06-01 16:54:20Z,2009-06-01 16:49:10Z,2009-06-01 16:51:54Z,2010-11-25 19:39:00Z","9,356,649,357,139,350,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/1014584/force-java-to-call-my-c-destructor-jni,Accepted,2009-06-18 19:02:14Z,2009-06-19 13:15:00Z,Marc Bernier,"2,864",5,"java,c++,java-native-interface",Force Java to call my C++ destructor (JNI),"I thought this question would have been asked before, but I couldn't find it here...,I've used SWIG to create a JNI wrapper around a C++ class. All works great except that Java never seems to call the class's finalize(), so, in turn, my class's destructor never gets called. The class's destructor does some final file I/O, so unfortunately, this isn't just a minor memory leak.,Searching through Google, there doesn't seem to be a way to force Java to GC and destroy an object. True?,I know I could manipulate my SWIG file and create a java function that would call the C++ destructor, but this class is used by end users in several different platforms/languages, so the addition of a Java-only will create an inconsistency that our tech writers aren't going to like.","You can't force GC with System.gc().
Also it is not guaranteed that there will ever be a GC run for example if your app runs only for a short time and then your finalizer won't run at all (the JVM does not run it when exiting). You should create a close() or destroy() or whatever function for your class and when you finished using an instance of this class call it, preferably from a finally block, like.",8k,10,no,"SA2.1, SA2.2, SB1",8,Coding,Interfacing,Invocation mechanism,Explicit interfacing,JNI force call,,2009-06-18 19:50:57Z,"2009-06-18 19:50:57Z,2009-06-18 19:45:36Z,2009-06-18 21:15:26Z,2009-06-19 13:15:00Z,2009-06-18 20:02:50Z","101,458,410,148,201,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/1119696/java-python-integration,Accepted,2009-07-13 14:15:23Z,2021-04-10 07:06:26Z,Jeff Storey,"53,656",10,"java,python,integration",Java Python Integration,"I have a Java app that needs to integrate with a 3rd party library. The library is written in Python, and I don't have any say over that. I'm trying to figure out the best way to integrate with it. I'm trying out JEPP (Java Embedded Python) - has anyone used that before? My other thought is to use JNI to communicate with the C bindings for Python.,Any thoughts on the best way to do this would be appreciated. Thanks.","Why not use ,? The only downside I can immediately think of is if your library uses CPython native extensions.,EDIT: If you can use Jython , but think you may have problems with a later version of the library, I suggest you try to isolate the library from your app (e.g. some sort of adapter interface). Go with the simplest thing that works for the moment, then consider JNI/CPython/etc if and when you ever need to. There's little to be gained by going the (painful) JNI route unless you really have to.",78k,55,no,"SA1, SA2.1, SB1, SB2",37,Design,Interfacing,Interfacing choice,,method choice,,2009-07-13 14:17:25Z,"2009-07-13 14:17:25Z,2009-07-13 14:44:27Z,2017-03-18 15:53:54Z,2009-07-13 14:45:12Z,2019-10-30 11:30:40Z,2009-07-13 14:24:21Z,2009-07-13 14:16:46Z,2009-07-13 14:21:39Z,2020-05-13 07:46:58Z,2009-07-13 14:17:55Z","11,196,961,119,711,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/1153577/integrate-python-and-c,Accepted,2009-07-20 13:28:04Z,2017-10-07 07:08:36Z,Nathan Campos,"26,845",11,"c++,python,integration",Integrate Python And C++,"I'm learning C++ because it's a very flexible language. But for internet things like Twitter, Facebook, Delicious and others, Python seems a much better solution.,Is it possible to integrate C++ and Python in the same project?","Interfacing Python with C/C++ is not an easy task.,Here I copy/paste a , on a previous question for the different methods to write a python extension. Featuring Boost.Python, SWIG, Pybindgen..., now Py++ looks discontinued, I'm now looking for a good alternative. I'm currently experimenting with Cython for my C++ library. This language is a mix between Python and C. Within a Cython function you can use either Python or C/C++ entities (functions, variables, objects, ...).,Cython is quite easy to learn, has very good performance, and you can even avoid C/C++ completely if you don't have to interface legacy C++ libraries.,However for C++ it comes with some problems. It is less ""automagic"" than Py++ was, so it's probably better for stable C++ API (which is now the case of my library). The biggest problem I see with Cython is with C++ polymorphism. With Py++/boost:python I was able to define a virtual method in C++, override it in Python, and have the Python version called within C++. With Cython it's still doable but you need to explicitly use the C-Python API.,There is a new one, ,, similar to Boost.Python but with some potential advantages. For example it uses C++11 language features to make it simpler to create new bindings. Also it is a header-only library, so there is nothing to compile before using it, and no library to link.,I played with it a little bit and it was indeed quite simple and pleasant to use. My only fear is that like Boot.Python it could lead to long compilation time and large libraries. I haven't done any benchmark yet.",105k,71,no,"SA1, SA2.1, SB1, SB2",102,Design,Interfacing,Interfacing choice,,method choice,,2009-07-20 13:35:54Z,"2009-07-20 13:35:54Z,2009-07-20 13:31:37Z,2009-07-20 13:31:48Z,2009-07-20 13:31:53Z,2009-07-20 14:52:10Z,2017-10-05 19:57:23Z,2009-07-20 13:33:47Z,2009-07-20 14:19:57Z,2012-03-01 09:31:20Z,2013-08-15 21:37:47Z,2009-07-20 13:30:06Z,2021-09-06 22:40:29Z","1,153,577,115,363,510,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/1161142/not-receiving-callbacks-from-the-java-access-bridge,Accepted,2009-07-21 19:11:41Z,2017-10-17 18:27:26Z,James,"2,020",2,"java,c++,accessibility,java-access-bridge",not receiving callbacks from the Java Access Bridge,"I'm trying to use the Java Access Bridge to get information about Swing components from inside a C++ app. However, none of the callbacks I register ever get called. I tried enuming the windows an then calling IsJavaWindow() on each handle, but it always returns false. Any ideas on why it apparently is not working?,I presume it's a problem with my app rather than the bridge installation because the demo Monkey and Ferret programs work, initializeAccessBridge() returns true, and the debugger reveals that the WindowsAccessBridge dll is loaded.,I'm using Java 6, update 13 on Windows Vista and I think version 2.0.1 of the access bridge.,All of the callbacks are static functions.","I have been fighting this one as well, and have just found a solution that actually makes sense. I ended up having to build a debug version of the WindowsAccessBridge.dll and used the debugger to step into it to watch what was happening.,Inside 'initializeAccessBridge', it (eventually) creates a hidden dialog window (using CreateDialog). Once the dialog is created, it performs a PostMessage with a registered message. The JavaVM side of the access bridge responds to this message, and posts back another message to the dialog that was created (it appears to be a 'hello' type handshake between your app and the java VM). As such, if your application doesn't have an active message pump, the return message from the JavaVM never gets received by your app. ,This is important as until this message is received, the bridge is never properly initialized and as such all calls to 'IsJavaWindow' fail (internally, the bridge initializes an internal structure once the message is received -- as such, no active message pump, no initializing). I'm guessing that this is why you never receive callback messages as well. ,not only that, but you must call initializeAccessBridge at a point where the message pump can process messages before you can call IsJavaWindow.,This is why JavaFerret and JavaMonkey work -- they initialize at startup, and then enumerate on response to a menu message, well after the bridge has received the initialization message via the message pump. ,The way I was able to solve this in my MFC dialog app (and our MFC-based application), is to make sure that you call 'initializeAccessBridge' at a point such that the built-in MFC message pump can push the 'hello' message back to this hidden dialog BEFORE you use it. In the simple MFC dialog case, it meant calling initializeAccessBridge in OnInitDialog, and calling the enum procedure in response to a button call (for example). If you want the enum to occur as soon as the dialog appears, you could use a timer to fire (eg. 10ms) after the OnInitDialog completes to allow processing of the initialization message.,If you are planning to use this in a console app, you will need to write your own custom message pump to handle the initialization message.,Anyway, I hope this is clear enough! Whilst there is no way to know whether this is the 'correct' way (other than to pay for a Sun engineer to tell us), it definitely solved my problem. ,Cheers -- Darren.,oh. and btw I found an obscure Sun page that mentioned something about the AccessBridge only working for awt-based java apps (but given that Sun hasn't updated any documentation since 2004 this may have changed). I'm not a java programmer -- for testing I grabbed a number of free Java applications (as well as the ones that came with the jdk) and tried out my test application. It worked for all of the ones I tried -- YMMV. Good luck!",6k,7,yes,"SA2.1, SB1",11,Coding,Interfacing,Invocation mechanism,Explicit interfacing,java call back,,2009-07-28 12:02:10Z,"2009-07-28 12:02:10Z,2009-07-28 12:01:02Z","116,114,211,936,441,000,000"
https://stackoverflow.com/questions/1199470/combine-javascript-files-at-deployment-in-python,Accepted,2009-07-29 11:06:42Z,2018-08-04 23:13:32Z,Diarmuid Bourke,464,6,"javascript,python,deployment,buildout,jscompress",combine javascript files at deployment in python,I'm trying to reduce the number of scripts included in our website and we use buildout to handle deployments. Has anybody successfully implemented a method of combining and compressing scripts with buildout?,"Here's a Python script I made that I use with all my heavy JavaScript projects. I'm using YUICompressor, but you can change the code to use another compressor.,I use it like this (the below is just a code snippet, and assumes that the , function exists in the current namespace):",6k,13,no,"SA2.1, SB1",21,DEM,Build,,,deployment,sup tool,2009-07-29 11:09:46Z,"2009-07-29 11:09:46Z,2009-12-15 06:46:24Z,2009-07-29 16:29:12Z,2013-10-29 10:17:26Z,2011-02-24 20:01:11Z,2018-08-04 23:13:32Z","119,947,011,994,811,000,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/1224793/javascript-serialization-of-datetime-in-asp-net-is-not-giving-a-javascript-date,Accepted,2009-08-03 21:46:58Z,2019-01-03 13:36:20Z,Your Friend Ken,"7,984",10,"c#,asp.net,javascript,datetime,serialization",Javascript serialization of DateTime in asp.net is not giving a javascript date object?,"When I parse a DateTime to json in .Net it returns a string (i.e. ,). How do I make it return a js Date object constructor not wrap in a string?","This seems to work (Thanks Chris S for the idea). In the C# do a replace to remove the string wrapper from around the date object;,..and after removing the quotes and adding the new prefix to Date this js now works. Hooray!",44k,48,yes,"SA1, SA2.2, SB1, SB2",14,Coding,Data handling,Data format/compatibility,,"self-answer, other answer get more vote",,2009-08-04 15:50:18Z,"2009-08-04 14:12:07Z,2009-08-04 15:50:18Z,2012-07-06 12:35:31Z,2012-02-15 20:27:06Z,2012-05-09 21:16:44Z,2017-10-23 16:58:10Z,2013-07-10 20:28:12Z,2012-04-28 15:22:52Z,2009-08-03 21:56:39Z,2009-08-04 14:09:05Z","1,224,793,122,776,710,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/1309509/correct-way-to-marshal-size-t,Accepted,2009-08-21 00:13:17Z,2009-08-21 01:32:44Z,sooniln,"14,372",2,"c#,c++,pinvoke,marshalling,intptr",Correct way to marshal SIZE_T*?,"I have the following C++ function definition, which I am trying to call through PInvoke from managed code:,My managed declaration looked as follows:,Some of you may notice the same bug I eventually did. This is not 64bit portable. SIZE_T is of variable size (32-64 bit) as is the pointer to it. On the managed size the pointer correctly translates to 64bit, but the uint does not, and you can end up with trash in the upper bits of arg1. This was an especially persistent error since the trash was often just zeros :(,The only solution I have gotten to work is the following managed declaration:,This works of course because IntPtr can vary its size correctly. In my code I just treat the IntPtr as an integer, and it works, though it looks like an ugly hack. It seems to me there should be some way to specify this properly, perhaps using UnmanagedType.SysUInt, but I have been unable to come up with any other working solution.","Using , and/or , , doing it properly - the types are there specifically for this purpose! I do not understand why you consider it an ""ugly hack"". I'm also not sure what your proposed alternative would be - any kind of attribute to allow values to be mapped to , would be inherently wrong, because C# , is guaranteed to be 32-bit regardless of the architecture, and so on 64-bit platform, to marshal it correctly, it would have to trim half of it, losing data, and likely rendering the result useless.",11k,18,yes,"SA2.1, SB1",22,Coding,Data handling,Interoperability,,parameter error,,2009-08-21 00:19:39Z,"2009-08-21 00:19:39Z,2009-08-21 01:32:44Z","130,950,913,095,141,000,000"
https://stackoverflow.com/questions/1377278/passing-json-encoded-variable-from-php-to-javascript-via-post,Accepted,2009-09-04 04:50:31Z,2016-04-20 12:13:00Z,FrancisV,"1,173",3,"php,javascript,json,post",Passing JSON-encoded variable from PHP to Javascript via POST,"I have an multi-dimensional array that I want to send to a PHP script with a Javascript that parses the JSON data and plot it on Google Maps. I'm trying to simulate it using forms:,json-target.php looks like this:,And the output of , is ,. I wanted to pass the contents of the , variable to a Javascript function (please see update below)., I also have a simple Javascript that's supposed to parse the value received from , and post the value via ,:,But the output is mangled with backslash characters.,What's a better way of doing this?","JSON encoding makes extensive use of quotes. By simply outputting a JSON encoded string into your HTML , attribute, the quotes will interfere with the markup. They need to be escaped to be put into the HTML. Try this:,Edit: In response to your update, I'm not sure what your JSON.parse is supposed to be doing. Anything encoded with , in PHP is technically a valid Javascript object, and doesn't need to be parsed any further. If I had an object named , with a name property of 'hello', I could do this:,and get an alert saying 'hello'. The output of json_encode is a perfectly suitable javascript object.,The fact that the output of your , array has been escaped with slashes leads me to think that perhaps your , directive is set to be on. If that's the case, you'll have to unescape your $_POST variables with ,.",31k,8,yes,"SA1, SA2.1, SA2.2, SB1, SB2",15,Coding,Data handling,Data format/compatibility,,pass data,,2009-09-04 04:55:02Z,"2009-09-04 04:55:02Z,2012-06-22 01:09:50Z,2016-04-20 12:13:00Z","137,727,813,772,901,000,000,000,000,000"
https://stackoverflow.com/questions/1533916/how-to-set-up-a-c-function-so-that-it-can-be-used-by-p-invoke,Accepted,2009-10-07 20:15:14Z,2016-02-24 09:30:21Z,x4000,"2,777",6,"c#,c++,pinvoke,dllimport,extern",How to set up a C++ function so that it can be used by p/invoke?,"Hopefully this is a brainlessly easy question, but it shows my lack of expertise with C++. I'm a C# programmer, and I've done extensive work with P/Invoke in the past with other people's C++/C dlls. However, this time I've decided to write a wrapper C++ dll (unmanaged) myself, and am then calling my wrapper dll from C#.,The problem I am immediately running into is that I am unable to define a C++ function that can be found by p/invoke. I don't know what the syntax for this is, but here's what I'm trying so far:,Originally I simply had this, but it did not work either:,And then on the C# side, I have:,Everything compiles, but when I execute this C# p/invoke call, I get a System.EntryPointnotFoundException: Unable to find an entry point named 'TestFunc' in DLL 'Plugins\TestDLL.dll'.,Surely this must be something incredibly simple on the C++ end that I just don't know the syntax for.","You'll want to use , as well as ,, like so:,For full details, see ,.",4k,8,yes,"SA1, SA2.1, SA2.2, SB1, SB2",13,Coding,Data handling,Interoperability,,parameter error,,2009-10-07 20:21:52Z,"2009-10-07 20:21:52Z,2009-10-07 20:35:08Z,2009-10-07 20:21:29Z,2009-10-07 20:24:22Z,2011-01-26 14:51:24Z,2016-02-24 09:30:21Z","15,339,161,533,956,100,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/1662769/rsa-encryption-java-to-php,Accepted,2009-11-02 18:07:20Z,2013-10-24 13:27:23Z,user201117,115,4,"java,php,rsa",RSA Encryption: Java to PHP,"I'm trying to implement RSA Encryption in both Java and PHP, but I can't seem to get PHP to recognize my Java public/private keys. Here is the java code to Encode/Decode the Public and Private Keys:,I first tried using the PEAR Crypt_RSA functions, but it doesn't support X.509 or PKCS8 (it just simply base64 encodes the serialized modulus, exponent and key type). I then tried the OpenSSL ""openssl_get_publickey"" function but it doesn't appear to recognize the format either.,Any help would be greatly appreciated o.O","You need to convert the binary format (DER) from Java to PEM for OpenSSL (and the PHP bindings). You can test your Java key files using the OpenSSL command line by specifying the , option on the command line.,For more information about using OpenSSL keys in Java, ,.",7k,7,yes,"SA1, SA2.1, SA2.2, SB1, SB2",12,Coding,Data handling,Data format/compatibility,,encrypt and decrypt,,2009-11-02 18:35:57Z,"2009-11-02 18:35:57Z,2009-11-02 19:27:54Z,2010-10-28 02:53:34Z,2012-02-16 15:24:54Z","16,627,691,662,887,100,000,000,000,000,000,000"
https://stackoverflow.com/questions/1698801/passing-php-array-into-javascript-through-json-to-update-google-chart,Accepted,2009-11-09 02:25:30Z,2013-09-12 14:08:44Z,brussels0828,244,3,"php,javascript,json",Passing PHP array into Javascript through JSON to update Google Chart,"I have three PHP arrays that I've encoded with json... extra PHP code has been omitted because the arrays work properly.... Additionally, the HTML tags that call the google chart have been omitted for sake of brevity... ,I would like to access these three arrays in Javascript to update my Google Chart dynamically.","You probably want them to become Javascript variables. When your php executes, it creates code your web browser then interprets. So you want to define javascript strings using php. For example:,Then those variables are accessible to subsequent javascript.",8k,7,yes,"SA2.1, SA2.2, SB1",9,Coding,Embedding,,,HTTPRequest,,2009-11-09 02:34:08Z,"2009-11-09 02:34:08Z,2011-08-12 23:45:07Z,2013-09-06 13:47:24Z","16,988,011,698,821,700,000,000,000,000"
https://stackoverflow.com/questions/1917576/how-do-i-pass-javascript-variables-to-php,Accepted,2009-12-16 20:46:04Z,2021-08-14 01:57:35Z,SUN Jiangong,"4,939",16,"php,javascript,variables",How do I pass JavaScript variables to PHP?,"I want to pass JavaScript variables to PHP using a hidden input in a form.,But I can't get the value of , into ,. Is there something wrong?,Here is the code:","You cannot pass variable values from the current page JavaScript code to the current page PHP code... PHP code runs at the server side, and it doesn't know anything about what is going on on the client side.,You need to pass variables to PHP code from the HTML form using another mechanism, such as submitting the form using the GET or POST methods.",655k,160,yes,"SA2.1, SA2.2, SB1",102,Coding,Embedding,,,HTTPRequest,,2009-12-16 20:52:21Z,"2009-12-16 20:52:21Z,2014-02-12 23:50:04Z,2012-11-28 18:45:10Z,2014-07-25 07:25:16Z,2019-07-12 09:41:01Z,2014-06-17 15:54:15Z,2012-06-03 15:47:27Z,2009-12-16 20:50:27Z,2016-02-28 16:00:02Z,2014-07-22 12:48:35Z,2009-12-16 20:53:46Z,2016-03-31 17:57:47Z,2020-10-26 04:47:01Z,2018-08-09 12:16:21Z,2019-08-08 13:15:29Z,2021-08-14 01:57:35Z","191,757,619,176,262,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
https://stackoverflow.com/questions/1942298/wrapping-a-c-library-in-python-c-cython-or-ctypes,Accepted,2009-12-21 20:05:51Z,2020-01-08 04:10:03Z,balpha,"46,372",12,"python,c,ctypes,cython","Wrapping a C library in Python: C, Cython or ctypes?","I want to call a C library from a Python application. I don't want to wrap the whole API, only the functions and datatypes that are relevant to my case. As I see it, I have three choices:,I'm not sure whether 2) or 3) is the better choice. The advantage of 3) is that , is part of the standard library, and the resulting code would be pure Python ????? although I'm not sure how big that advantage actually is.,Are there more advantages / disadvantages with either choice? Which approach do you recommend?, Thanks for all your answers, they provide a good resource for anyone looking to do something similar. The decision, of course, is still to be made for the single case?????there's no one ""This is the right thing"" sort of answer. For my own case, I'll probably go with ctypes, but I'm also looking forward to trying out Cython in some other project.,With there being no single true answer, accepting one is somewhat arbitrary; I chose FogleBird's answer as it provides some good insight into ctypes and it currently also is the highest-voted answer. However, I suggest to read all the answers to get a good overview.,Thanks again.","is your best bet for getting it done quickly, and it's a pleasure to work with as you're still writing Python!,I recently wrapped an , driver for communicating with a USB chip using ctypes and it was great. I had it all done and working in less than one work day. (I only implemented the functions we needed, about 15 functions).,We were previously using a third-party module, ,, for the same purpose. PyUSB is an actual C/Python extension module. But PyUSB wasn't releasing the GIL when doing blocking reads/writes, which was causing problems for us. So I wrote our own module using ctypes, which does release the GIL when calling the native functions.,One thing to note is that ctypes won't know about , constants and stuff in the library you're using, only the functions, so you'll have to redefine those constants in your own code.,Here's an example of how the code ended up looking (lots snipped out, just trying to show you the gist of it):,Someone did , on the various options.,I might be more hesitant if I had to wrap a C++ library with lots of classes/templates/etc. But ctypes works well with structs and can even , into Python.",80k,294,no,"SA1, SA2.1, SA2.2, SB1, SB2",120,Design,Interfacing,Interfacing choice,,method choice,,2009-12-21 20:37:14Z,"2011-04-16 13:41:45Z,2009-12-21 20:37:14Z,2009-12-21 20:32:22Z,2013-02-18 17:33:30Z,2009-12-21 20:09:31Z,2009-12-21 20:36:42Z,2009-12-27 15:13:27Z,2009-12-21 20:37:56Z,2013-06-12 14:15:18Z,2014-02-23 11:31:10Z,2020-01-04 03:47:56Z,2011-09-01 05:19:39Z","19,422,985,686,873,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
